hcahps_id,provider_id,hcahps_measure_id,hcahps_question,hcahps_answer_description,hcahps_answer_percent,number_of_completed_surveys,survey_response_rate,footnote,measure_start_date,measure_end_date
F100692,151301,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",87,300 or more,37,,10/1/12,9/30/13
F100693,151302,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",16,300 or more,37,,10/1/12,9/30/13
F100694,151303,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",27,300 or more,37,,10/1/12,9/30/13
F100695,151304,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",57,300 or more,37,,10/1/12,9/30/13
F100696,151305,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",46,300 or more,37,,10/1/12,9/30/13
F100697,151306,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",20,300 or more,37,,10/1/12,9/30/13
F100698,151307,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",34,300 or more,37,,10/1/12,9/30/13
F100699,151308,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8,300 or more,37,,10/1/12,9/30/13
F1007,151309,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",3,300 or more,30,,10/1/12,9/30/13
F10070,151310,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",85,300 or more,34,,10/1/12,9/30/13
F100700,151311,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",51,300 or more,37,,10/1/12,9/30/13
F100701,151312,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",41,300 or more,37,,10/1/12,9/30/13
F100702,151313,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,300 or more,38,,10/1/12,9/30/13
F100703,151314,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",10,300 or more,38,,10/1/12,9/30/13
F100704,151315,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",17,300 or more,38,,10/1/12,9/30/13
F100705,151316,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,300 or more,38,,10/1/12,9/30/13
F100706,151317,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,38,,10/1/12,9/30/13
F100707,151318,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,300 or more,38,,10/1/12,9/30/13
F100708,151319,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",76,300 or more,38,,10/1/12,9/30/13
F100709,151320,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,38,,10/1/12,9/30/13
F10071,151322,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",66,300 or more,34,,10/1/12,9/30/13
F100710,151323,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",19,300 or more,38,,10/1/12,9/30/13
F100711,151324,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",62,300 or more,38,,10/1/12,9/30/13
F100712,151325,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",11,300 or more,38,,10/1/12,9/30/13
F100713,151326,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,300 or more,38,,10/1/12,9/30/13
F100714,151327,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",63,300 or more,38,,10/1/12,9/30/13
F100715,151328,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",8,300 or more,38,,10/1/12,9/30/13
F100716,151329,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",29,300 or more,38,,10/1/12,9/30/13
F100717,151330,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",55,300 or more,38,,10/1/12,9/30/13
F100718,151331,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",23,300 or more,38,,10/1/12,9/30/13
F100719,151332,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",22,300 or more,38,,10/1/12,9/30/13
F10072,151333,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",8,300 or more,34,,10/1/12,9/30/13
F100720,151334,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",12,300 or more,38,,10/1/12,9/30/13
F100721,151335,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",88,300 or more,38,,10/1/12,9/30/13
F100722,160001,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",12,300 or more,38,,10/1/12,9/30/13
F100723,160005,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",28,300 or more,38,,10/1/12,9/30/13
F100724,160008,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",60,300 or more,38,,10/1/12,9/30/13
F100725,160013,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",53,300 or more,38,,10/1/12,9/30/13
F100726,160016,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",18,300 or more,38,,10/1/12,9/30/13
F100727,160024,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",29,300 or more,38,,10/1/12,9/30/13
F100728,160028,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8,300 or more,38,,10/1/12,9/30/13
F100729,160029,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",61,300 or more,38,,10/1/12,9/30/13
F10073,160030,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",26,300 or more,34,,10/1/12,9/30/13
F100730,160032,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",31,300 or more,38,,10/1/12,9/30/13
F100731,160033,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",82,Fewer than 100,7,10,10/1/12,9/30/13
F100732,16003,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",0,Fewer than 100,7,10,10/1/12,9/30/13
F100733,160040,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",18,Fewer than 100,7,10,10/1/12,9/30/13
F100734,160045,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",45,Fewer than 100,7,10,10/1/12,9/30/13
F100735,160047,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",30,Fewer than 100,7,10,10/1/12,9/30/13
F100736,16004,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",25,Fewer than 100,7,10,10/1/12,9/30/13
F100737,160057,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",54,Fewer than 100,7,10,10/1/12,9/30/13
F100738,160058,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",22,Fewer than 100,7,10,10/1/12,9/30/13
F100739,160064,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",24,Fewer than 100,7,10,10/1/12,9/30/13
F10074,160067,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",2,300 or more,34,,10/1/12,9/30/13
F100740,160069,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",68,Fewer than 100,7,10,10/1/12,9/30/13
F100741,160079,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",15,Fewer than 100,7,10,10/1/12,9/30/13
F100742,160080,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",17,Fewer than 100,7,10,10/1/12,9/30/13
F100743,160082,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",7,Fewer than 100,7,10,10/1/12,9/30/13
F100744,160083,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",7,Fewer than 100,7,10,10/1/12,9/30/13
F100745,160089,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",86,Fewer than 100,7,10,10/1/12,9/30/13
F100746,160101,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",30,Fewer than 100,7,10,10/1/12,9/30/13
F100747,160104,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",57,Fewer than 100,7,10,10/1/12,9/30/13
F100748,160110,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",13,Fewer than 100,7,10,10/1/12,9/30/13
F100749,160112,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",61,Fewer than 100,7,10,10/1/12,9/30/13
F10075,160117,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",86,300 or more,34,,10/1/12,9/30/13
F100750,160122,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",39,Fewer than 100,7,10,10/1/12,9/30/13
F100751,160124,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",35,Fewer than 100,7,10,10/1/12,9/30/13
F100752,160146,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",55,Fewer than 100,7,10,10/1/12,9/30/13
F100753,160147,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",10,Fewer than 100,7,10,10/1/12,9/30/13
F100754,160153,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",61,Fewer than 100,7,10,10/1/12,9/30/13
F100755,161300,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",0,Fewer than 100,7,10,10/1/12,9/30/13
F100756,161301,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",39,Fewer than 100,7,10,10/1/12,9/30/13
F100757,161302,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",36,Fewer than 100,7,10,10/1/12,9/30/13
F100758,161303,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",49,Fewer than 100,7,10,10/1/12,9/30/13
F100759,161304,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",15,Fewer than 100,7,10,10/1/12,9/30/13
F10076,161305,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",12,300 or more,34,,10/1/12,9/30/13
F100760,161306,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",66,300 or more,29,,10/1/12,9/30/13
F100761,161307,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",12,300 or more,29,,10/1/12,9/30/13
F100762,161308,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",22,300 or more,29,,10/1/12,9/30/13
F100763,161309,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,300 or more,29,,10/1/12,9/30/13
F100764,161310,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,29,,10/1/12,9/30/13
F100765,161311,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",17,300 or more,29,,10/1/12,9/30/13
F100766,161312,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,300 or more,29,,10/1/12,9/30/13
F100767,161313,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",4,300 or more,29,,10/1/12,9/30/13
F100768,161314,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,29,,10/1/12,9/30/13
F100769,161315,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",56,300 or more,29,,10/1/12,9/30/13
F10077,161316,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,300 or more,26,,10/1/12,9/30/13
F100770,161317,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",14,300 or more,29,,10/1/12,9/30/13
F100771,161318,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",30,300 or more,29,,10/1/12,9/30/13
F100772,161319,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,29,,10/1/12,9/30/13
F100773,161320,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",8,300 or more,29,,10/1/12,9/30/13
F100774,161321,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",20,300 or more,29,,10/1/12,9/30/13
F100775,161322,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,300 or more,29,,10/1/12,9/30/13
F100776,161323,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",19,300 or more,29,,10/1/12,9/30/13
F100777,161324,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",16,300 or more,29,,10/1/12,9/30/13
F100778,161325,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",17,300 or more,29,,10/1/12,9/30/13
F100779,161326,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",83,300 or more,29,,10/1/12,9/30/13
F10078,161327,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",8,300 or more,26,,10/1/12,9/30/13
F100780,161328,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",8,300 or more,29,,10/1/12,9/30/13
F100781,161329,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",24,300 or more,29,,10/1/12,9/30/13
F100782,161330,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,300 or more,29,,10/1/12,9/30/13
F100783,161331,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",55,300 or more,29,,10/1/12,9/30/13
F100784,161332,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",17,300 or more,29,,10/1/12,9/30/13
F100785,161333,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",28,300 or more,29,,10/1/12,9/30/13
F100786,161334,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,300 or more,29,,10/1/12,9/30/13
F100787,161335,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",66,300 or more,29,,10/1/12,9/30/13
F100788,161336,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",28,300 or more,29,,10/1/12,9/30/13
F100789,161337,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",67,300 or more,17,,10/1/12,9/30/13
F10079,161338,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,300 or more,26,,10/1/12,9/30/13
F100790,161339,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",11,300 or more,17,,10/1/12,9/30/13
F100791,161340,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",22,300 or more,17,,10/1/12,9/30/13
F100792,161341,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",73,300 or more,17,,10/1/12,9/30/13
F100793,161342,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",7,300 or more,17,,10/1/12,9/30/13
F100794,161343,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",20,300 or more,17,,10/1/12,9/30/13
F100795,161344,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,300 or more,17,,10/1/12,9/30/13
F100796,161345,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,17,,10/1/12,9/30/13
F100797,161346,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,17,,10/1/12,9/30/13
F100798,161347,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",56,300 or more,17,,10/1/12,9/30/13
F100799,161348,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",19,300 or more,17,,10/1/12,9/30/13
F1008,161349,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",14,300 or more,30,,10/1/12,9/30/13
F10080,161350,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,300 or more,26,,10/1/12,9/30/13
F100800,161351,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",25,300 or more,17,,10/1/12,9/30/13
F100801,161352,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,300 or more,17,,10/1/12,9/30/13
F100802,161353,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",9,300 or more,17,,10/1/12,9/30/13
F100803,161354,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",24,300 or more,17,,10/1/12,9/30/13
F100804,161355,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,300 or more,17,,10/1/12,9/30/13
F100805,161356,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",22,300 or more,17,,10/1/12,9/30/13
F100806,161357,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",18,300 or more,17,,10/1/12,9/30/13
F100807,161358,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",17,300 or more,17,,10/1/12,9/30/13
F100808,161359,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",83,300 or more,17,,10/1/12,9/30/13
F100809,161360,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",12,300 or more,17,,10/1/12,9/30/13
F10081,161361,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,26,,10/1/12,9/30/13
F100810,161362,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",22,300 or more,17,,10/1/12,9/30/13
F100811,161363,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",66,300 or more,17,,10/1/12,9/30/13
F100812,161364,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",53,300 or more,17,,10/1/12,9/30/13
F100813,161365,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",17,300 or more,17,,10/1/12,9/30/13
F100814,161366,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",30,300 or more,17,,10/1/12,9/30/13
F100815,161367,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,300 or more,17,,10/1/12,9/30/13
F100816,161368,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",65,300 or more,17,,10/1/12,9/30/13
F100817,161369,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",29,300 or more,17,,10/1/12,9/30/13
F100818,161370,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",63,300 or more,32,,10/1/12,9/30/13
F100819,161371,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",12,300 or more,32,,10/1/12,9/30/13
F10082,161372,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,300 or more,26,,10/1/12,9/30/13
F100820,161373,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",25,300 or more,32,,10/1/12,9/30/13
F100821,161374,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",74,300 or more,32,,10/1/12,9/30/13
F100822,161375,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,32,,10/1/12,9/30/13
F100823,161376,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",20,300 or more,32,,10/1/12,9/30/13
F100824,161377,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",76,300 or more,32,,10/1/12,9/30/13
F100825,161378,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,32,,10/1/12,9/30/13
F100826,161379,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",19,300 or more,32,,10/1/12,9/30/13
F100827,161380,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",59,300 or more,32,,10/1/12,9/30/13
F100828,161381,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",14,300 or more,32,,10/1/12,9/30/13
F100829,170001,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,300 or more,32,,10/1/12,9/30/13
