ipps_2012_id,provider_id,drg_definition,provider_id,hospital_referral_region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
Q100485,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180043,KY - Lexington,21,15968.71,6168.33,4176.05
Q100486,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180044,KY - Lexington,87,28423.09,5293.34,4500.24
Q100487,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180045,KY - Covington,65,13690.25,4400.6,3639.18
Q100488,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180046,KY - Lexington,12,10176.42,4083.58,3128.25
Q100489,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180048,KY - Lexington,68,10909.68,4355.19,3374.49
Q10049,60049,069 - TRANSIENT ISCHEMIA,360054,OH - Columbus,23,9913.96,4338.35,3436.78
Q100490,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180049,KY - Lexington,35,11444.09,4757.29,3838.66
Q100491,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180050,KY - Lexington,46,12828.46,4461.22,3636.09
Q100492,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180051,TN - Nashville,73,13810.7,4273.29,3404.51
Q100493,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180053,KY - Lexington,29,10946.21,4989.72,4061.69
Q100494,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180056,IN - Evansville,108,17045.63,5345.39,3416.8
Q100495,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180064,KY - Lexington,26,10291.46,4345.38,3265
Q100496,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180066,TN - Nashville,15,23963.8,4300.2,3529.53
Q100497,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180067,KY - Lexington,138,18390.59,6837.87,5590.17
Q100498,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180069,KY - Lexington,45,11009.38,4309.56,3331.71
Q100499,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180070,KY - Louisville,28,12822,4610.96,3528.07
Q1005,60054,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10023,AL - Montgomery,63,16860.43,6603.02,5507.56
Q10050,60054,069 - TRANSIENT ISCHEMIA,360055,OH - Youngstown,42,28863.1,3980.19,2995.05
Q100500,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180078,KY - Lexington,40,47531.23,4132,3108.53
Q100501,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180079,KY - Lexington,20,10214.6,4691.6,3774
Q100502,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180080,KY - Lexington,100,17289.13,4387.72,3426.54
Q100503,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180087,KY - Louisville,44,13098,4416.23,3525.68
Q100504,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180088,KY - Louisville,378,19159.88,5099.85,3928.03
Q100505,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180092,KY - Lexington,14,12076.14,4699.5,3617
Q100506,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180093,KY - Paducah,129,12104.64,4445,3294.74
Q100507,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180095,KY - Paducah,31,7297.1,4219.52,3367.26
Q100508,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180101,KY - Lexington,20,15475,4181.8,3264.2
Q100509,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180102,KY - Paducah,115,12436.65,3802.5,2694.95
Q10051,60054,069 - TRANSIENT ISCHEMIA,360056,OH - Cincinnati,73,16592.77,4231.15,3019.67
Q100510,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180103,KY - Lexington,120,14611.23,4379.23,3256.42
Q100511,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180104,KY - Paducah,222,12536.68,3888.54,2897.68
Q100512,60054,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180105,KY - Louisville,67,7070.3,4963.21,4293.54
Q100513,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180106,KY - Louisville,28,12153.04,4680.75,3982.32
Q100514,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180115,KY - Lexington,21,7307.71,4958.38,3619.81
Q100515,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180116,KY - Paducah,53,16524.51,4337.15,3206.87
Q100516,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180124,TN - Nashville,40,27116.45,4193.45,3389.05
Q100517,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180127,KY - Lexington,48,19981.15,4316.33,3381.58
Q100518,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180128,WV - Huntington,36,22749.42,3879.33,2952.78
Q100519,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180130,KY - Louisville,212,14332.09,3918.62,2753.98
Q10052,06005F,069 - TRANSIENT ISCHEMIA,360059,OH - Cleveland,29,12433.24,7087.72,6028.86
Q100520,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180132,KY - Lexington,137,17692.04,4734.5,3668.16
Q100521,06005F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180138,KY - Louisville,41,9720.41,4330.37,3402.44
Q100522,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180139,KY - Lexington,29,22073.69,3900.83,3107.72
Q100523,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180141,KY - Louisville,45,19856.6,6635.13,5467.64
Q100524,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180143,KY - Lexington,30,11920.4,4825.23,3550.33
Q100525,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180149,KY - Louisville,28,11752,4740.39,3963.68
Q100526,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190001,LA - Metairie,17,10207.94,4023,3212.65
Q100527,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190002,LA - Lafayette,228,15414.15,4512.34,3331.44
Q100528,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190003,LA - Lafayette,18,27742.78,4879.44,3643.33
Q100529,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190004,LA - Houma,43,14673.56,4095.12,2621.49
Q10053,60064,069 - TRANSIENT ISCHEMIA,360064,OH - Youngstown,36,16758.44,4427.33,3660
Q100530,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190007,LA - Shreveport,26,11252,4296.77,3589.08
Q100531,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190008,LA - Houma,56,19619.86,4891.45,3661.8
Q100532,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190009,LA - Alexandria,12,5956.42,4592.42,4207.08
Q100533,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190011,LA - Monroe,11,9274.27,5701.45,4867.27
Q100534,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190013,LA - Lake Charles,40,13213.15,3852.48,2923.13
Q100535,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190014,LA - Houma,22,20492.68,5371.36,3758.73
Q100536,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190015,LA - Baton Rouge,88,39933.43,5083.84,3778.8
Q100537,60064,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190017,LA - Lafayette,25,11934.32,4779.4,3568.52
Q100538,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190019,LA - Alexandria,59,24051.15,4927.08,3099.44
Q100539,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190020,LA - Baton Rouge,34,17789.12,4321.76,3161.79
Q10054,60065,069 - TRANSIENT ISCHEMIA,360065,OH - Cleveland,12,19211.25,4140.83,2990.83
Q100540,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190025,LA - Lafayette,15,16816.07,3936,3093.07
Q100541,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190026,LA - Alexandria,106,28064.44,4760.62,3525.03
Q100542,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190027,LA - Lake Charles,45,19071.22,3806.78,2660.71
Q100543,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190034,LA - Lafayette,28,13633.46,4499.75,3678.32
Q100544,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190036,LA - New Orleans,127,16339.63,5269.27,4173.2
Q100545,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190039,LA - New Orleans,66,18824.62,4726.56,3489.83
Q100546,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190040,LA - Slidell,60,30021.47,4589.78,3782.58
Q100547,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190041,LA - Shreveport,74,21784.99,5037.53,3331.49
Q100548,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190044,LA - Lafayette,24,5603.29,4079.46,3406.13
Q100549,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190045,LA - Metairie,82,32649.62,4355.78,3403.18
Q10055,60065,069 - TRANSIENT ISCHEMIA,360066,OH - Dayton,71,16606.34,4422.25,3370.07
Q100550,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190046,LA - New Orleans,46,30594.04,5069.93,4045.96
Q100551,60065,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190050,LA - Lake Charles,22,18020.68,4151.5,3104.95
Q100552,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190053,LA - Lafayette,38,9136.29,4046.53,2954.05
Q100553,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190054,LA - Lafayette,31,24987.55,3956,3068
Q100554,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190060,LA - Lake Charles,37,20824.27,4592.38,3576.24
Q100555,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190064,LA - Baton Rouge,115,15172.17,4508.23,3287.38
Q100556,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190065,LA - Baton Rouge,103,10801.27,4952.58,3776.16
Q100557,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190079,LA - New Orleans,13,11089.62,4121.23,2852
Q100558,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190081,LA - Monroe,46,7385.41,4421.54,3602.07
Q100559,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190086,LA - Shreveport,67,20302.99,4425.49,3471.99
Q10056,60071,069 - TRANSIENT ISCHEMIA,360068,OH - Toledo,79,29716.1,4709.96,3806.67
Q100560,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190088,LA - Shreveport,19,8260.32,4446.74,3416.21
Q100561,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190090,LA - Shreveport,19,20715.32,4614.42,3648.53
Q100562,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190098,LA - Shreveport,31,9594.81,6245.71,5467.26
Q100563,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190099,LA - Alexandria,44,16582.27,4527.34,3390.36
Q100564,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190102,LA - Lafayette,82,14134.54,4509.3,3204.38
Q100565,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190106,LA - Alexandria,21,19774.48,4998.29,4447.81
Q100566,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190111,LA - Shreveport,217,21432.44,4472.03,3183.02
Q100567,60071,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190114,LA - Shreveport,34,9940.94,4588.38,3583.35
Q100568,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190116,LA - Monroe,26,7295.42,4478.88,3680.42
Q100569,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190125,LA - Monroe,113,17940.16,4526.81,3472.26
Q10057,60075,069 - TRANSIENT ISCHEMIA,360070,OH - Canton,31,10252.23,4419.16,3116.94
Q100570,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190135,LA - New Orleans,14,14071.57,4075.71,3176
Q100571,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190140,LA - Monroe,40,5614.68,4661.5,3885.4
Q100572,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190144,LA - Shreveport,49,14108.71,4873.35,3677
Q100573,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190145,LA - Alexandria,12,10032.67,4934.5,4062.08
Q100574,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190146,LA - Metairie,81,16339.11,4579.41,2835.35
Q100575,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190160,LA - Monroe,149,20460.79,4266.94,3264.41
Q100576,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190164,LA - Alexandria,109,21824.86,4105.89,2988.91
Q100577,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190167,LA - Lafayette,51,16726.16,4980.47,3775.84
Q100578,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190176,LA - New Orleans,43,34752.12,5990.98,5113.49
Q100579,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190177,LA - Metairie,28,38841.29,5313.25,3175.5
Q10058,60075,069 - TRANSIENT ISCHEMIA,360072,OH - Columbus,14,10081.29,4372.07,3389.79
Q100580,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190184,LA - Monroe,15,7329.27,5357.4,4593.13
Q100581,60075,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190202,LA - Baton Rouge,24,13679.92,4607.63,3064.33
Q100582,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190204,LA - Slidell,18,38293.17,4480.67,3289.06
Q100583,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190205,LA - Lafayette,47,24324.02,5050.34,4170.51
Q100584,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190208,LA - Monroe,18,3699.61,4709.17,4072.28
Q100585,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190236,LA - Shreveport,77,16753.09,4271.82,2848.87
Q100586,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190242,LA - Baton Rouge,11,14997,4605.36,3098.73
Q100587,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190250,LA - Slidell,11,16506.73,3973.09,2537.64
Q100588,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",190274,LA - Metairie,14,22613,5377.93,4309.64
Q100589,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200001,ME - Bangor,69,9242.49,4094.04,3326.86
Q10059,60076,069 - TRANSIENT ISCHEMIA,360074,OH - Toledo,29,24748.79,4375.17,3541.38
Q100590,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200002,ME - Portland,27,13774.26,6520.15,5621.93
Q100591,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200008,ME - Portland,49,11870.41,4358.57,3425.18
Q100592,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200009,ME - Portland,119,14353.93,5943.43,4201.54
Q100593,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200018,ME - Bangor,18,15058.72,5509.67,4553
Q100594,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200019,ME - Portland,41,13461.95,4209.39,3254.85
Q100595,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200020,ME - Portland,47,18727.64,4350.17,3574.36
Q100596,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200021,ME - Portland,52,11183.04,4495.94,3337.62
Q100597,60076,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200024,ME - Portland,79,11760.48,4883.68,3916.48
Q100598,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200025,ME - Portland,21,16030.05,4009.62,3076.05
Q100599,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200031,ME - Bangor,27,10628.26,4749.59,3728.26
Q1006,06007F,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10029,AL - Birmingham,51,12361.57,5943.8,4935.51
Q10060,06007F,069 - TRANSIENT ISCHEMIA,360075,OH - Cleveland,13,20306,6125.62,5062.23
Q100600,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200033,ME - Bangor,141,14233.45,5194.49,3772.94
Q100601,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200034,ME - Portland,32,14491.66,5246.25,3764.63
Q100602,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200037,ME - Portland,39,15315.97,5721,4837.92
Q100603,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200039,ME - Portland,74,14437.07,4826.08,3763.34
Q100604,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200040,ME - Portland,28,12436.39,4384.32,3520.75
Q100605,06007F,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200041,ME - Portland,17,12229.59,6241.53,4516.41
Q100606,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200050,ME - Bangor,31,12196.55,4643.58,3676.35
Q100607,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",200063,ME - Portland,47,12729.85,5126,4197.49
Q100608,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210001,DC - Washington,106,7793.03,7436.18,6140.99
Q100609,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210002,MD - Baltimore,116,9129.19,8659.51,7438.03
Q10061,60096,069 - TRANSIENT ISCHEMIA,360076,OH - Kettering,25,26176.32,4344.96,3136.56
Q100610,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210003,MD - Takoma Park,38,8593.16,8077.63,7170.05
Q100611,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210004,MD - Takoma Park,175,6436.28,6138.93,5007.82
Q100612,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210005,DC - Washington,174,6713.09,6324.9,5258.71
Q100613,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210006,MD - Baltimore,48,6442.63,6112.35,4645.21
Q100614,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210007,MD - Baltimore,157,7391.9,7000.15,5936.39
Q100615,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210008,MD - Baltimore,103,7346.57,6939.46,6017.4
Q100616,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210009,MD - Baltimore,199,13267.15,12625.03,11135.4
Q100617,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210011,MD - Baltimore,134,7255.22,6833.98,5866.14
Q100618,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210012,MD - Baltimore,164,7505.48,7102.17,5870.87
Q100619,60096,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210013,MD - Baltimore,22,9625.14,9047.59,8131.32
Q10062,60096,069 - TRANSIENT ISCHEMIA,360077,OH - Cleveland,61,23335.07,4637.3,3592
Q100620,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210015,MD - Baltimore,170,8101.57,7684.01,6434.52
Q100621,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210016,MD - Takoma Park,71,6920.01,6511.86,5596.49
Q100622,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210017,WV - Morgantown,25,7346.24,6905.4,6217.56
Q100623,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210018,MD - Takoma Park,105,6507.58,6123.87,5220.73
Q100624,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210019,MD - Salisbury,147,6855.1,6497.12,5515.34
Q100625,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210022,DC - Washington,99,6807.83,6458.86,5307.06
Q100626,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210023,DC - Washington,308,6402.84,6052.34,5073.32
Q100627,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210024,MD - Baltimore,51,8835.41,8305.27,7536.02
Q100628,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210027,DC - Washington,121,7680.43,7249.66,6323.24
Q100629,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210028,DC - Washington,65,6235.12,5919.54,4859.98
Q10063,60100,069 - TRANSIENT ISCHEMIA,360078,OH - Akron,13,17545.85,4043,3066.69
Q100630,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210029,MD - Baltimore,102,10772.42,10192.81,8932.98
Q100631,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210030,MD - Baltimore,48,7500.92,7050.77,6168.71
Q100632,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210032,DE - Wilmington,32,8249.09,7754.19,7067.81
Q100633,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210033,MD - Baltimore,111,7535.97,7095.84,6037.89
Q100634,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210034,MD - Baltimore,50,7580.1,7125.34,6146.82
Q100635,60100,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210035,DC - Washington,88,6436.57,6172.16,4926.06
Q100636,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210037,MD - Baltimore,179,10306.06,9694.54,8649.53
Q100637,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210038,MD - Baltimore,36,10278,9661.19,8961.42
Q100638,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210039,DC - Washington,81,5933.95,5592.26,4704.94
Q100639,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210040,MD - Baltimore,239,6830.38,6450.25,5449.74
Q10064,60103,069 - TRANSIENT ISCHEMIA,360079,OH - Kettering,31,22974.84,4875.74,3462.58
Q100640,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210043,MD - Baltimore,143,6595.16,6248.01,5325.43
Q100641,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210044,MD - Baltimore,212,8350.42,7894.3,6618.43
Q100642,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210045,MD - Salisbury,11,14253,13397.73,12767.18
Q100643,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210048,MD - Baltimore,115,6570.88,6228.96,5066.37
Q100644,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210049,MD - Baltimore,155,6952.03,6585.66,5603.39
Q100645,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210051,MD - Takoma Park,147,6959.27,6580.88,5616.65
Q100646,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210054,DC - Washington,133,6782.41,6385.38,5479.24
Q100647,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210055,MD - Takoma Park,31,6566.06,6172.03,5317.45
