medicare_hospital_spending_per_patient_id,provider_id,measure_name,measure_id,score,footnote,measure_start_date,measure_end_date
G1706,150048,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1707,15004,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1708,150051,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1709,150056,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1710,150057,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1711,150058,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1712,150059,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1713,150061,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1714,150064,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1715,150065,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1716,150069,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1717,150072,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1718,150074,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1719,150075,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1720,150076,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1721,150082,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1722,150084,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1723,150086,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,1/1/13,12/31/13
G1724,150088,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1725,150089,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1726,150090,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1727,150091,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1728,150097,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1729,150100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1730,150101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1731,150102,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1732,150104,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1733,150109,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1734,150112,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1735,150113,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1736,150115,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1737,150125,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,,1/1/13,12/31/13
G1738,150126,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1739,150128,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1740,150129,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1741,150133,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.75,,1/1/13,12/31/13
G1742,150146,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1743,150149,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1744,150150,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1745,150153,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1746,150154,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1747,150157,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1748,150158,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1749,150160,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1750,150161,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1751,150162,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1752,150163,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1753,150164,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1754,150165,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1755,150166,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1756,150167,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1757,150168,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1758,150169,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1759,150172,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1760,150173,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1761,150175,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1762,150176,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1763,150177,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1764,150179,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1765,150180,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1766,150181,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1767,150182,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1768,151300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1769,151301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1770,151302,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1771,151303,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1772,151304,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1773,151305,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1774,151306,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1775,151307,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1776,151308,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1777,151309,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/13,12/31/13
G1778,151310,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1779,151311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1780,151312,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1781,151313,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1782,151314,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1783,151315,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1784,151316,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1785,151317,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1786,151318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1787,151319,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1788,151320,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1789,151322,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1790,151323,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1791,151324,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1792,151325,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1793,151326,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1794,151327,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1795,151328,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1796,151329,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,1/1/13,12/31/13
G1797,151330,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,1/1/13,12/31/13
G1798,151331,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1799,151332,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1800,151333,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1801,151334,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,1/1/13,12/31/13
G1802,151335,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1803,160001,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1804,160005,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1805,160008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1806,160013,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1807,160016,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1808,160024,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1809,160028,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1810,160029,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1811,160030,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1812,160032,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1813,160033,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1814,16003,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1815,160040,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1816,160045,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1817,160047,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,,1/1/13,12/31/13
G1818,16004,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,1/1/13,12/31/13
G1819,160057,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1820,160058,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1821,160064,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1822,160067,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1823,160069,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1824,160079,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1825,160080,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.81,,1/1/13,12/31/13
G1826,160082,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1827,160083,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1828,160089,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1829,160101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1830,160104,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1831,160110,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1832,160112,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1833,160117,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1834,160122,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,1/1/13,12/31/13
G1835,160124,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1836,160146,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1837,160147,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1838,160153,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/13,12/31/13
G1839,161300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1840,161301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1841,161302,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1842,161303,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1843,161304,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1844,161305,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1845,161306,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1846,161307,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1847,161308,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1848,161309,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1849,161310,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1850,161311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1851,161312,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1852,161313,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.8,,1/1/13,12/31/13
G1853,161314,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1854,161315,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1855,161316,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1856,161317,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1857,161318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1858,161319,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.23,,1/1/13,12/31/13
G1859,161320,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1860,161321,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1861,161322,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1862,161323,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1863,161324,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1864,161325,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1865,161326,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,,1/1/13,12/31/13
G1866,161327,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/13,12/31/13
G1867,161328,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1868,161329,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1869,161330,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1870,161331,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1871,161332,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,1/1/13,12/31/13
G1872,161333,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1873,161334,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,1/1/13,12/31/13
G1874,161335,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,1/1/13,12/31/13
G1875,161336,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1876,161337,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.72,,1/1/13,12/31/13
G1877,161338,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1878,161339,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1879,161340,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1880,161341,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1881,161342,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1882,161343,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1883,161344,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1884,161345,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1885,161346,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1886,161347,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1887,161348,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/13,12/31/13
G1888,161349,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1889,161350,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1890,161351,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1891,161352,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1892,161353,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1893,161354,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1894,161355,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1895,161356,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1896,161357,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1897,161358,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1898,161359,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1899,161360,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1900,161361,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1901,161362,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.17,,1/1/13,12/31/13
G1902,161363,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1903,161364,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1904,161365,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1905,161366,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1906,161367,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1907,161368,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1908,161369,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1909,161370,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1910,161371,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1911,161372,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1912,161373,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1913,161374,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1914,161375,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1915,161376,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1916,161377,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1917,161378,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1918,161379,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1919,161380,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1920,161381,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1921,170001,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1922,170006,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1923,170009,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1924,170010,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1925,170012,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,1/1/13,12/31/13
G1926,170013,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1927,170014,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1928,170016,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1929,170017,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1930,170020,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1931,170023,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1932,170027,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1933,170039,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.36,,1/1/13,12/31/13
G1934,170040,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1935,170049,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1936,170058,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1937,170068,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1938,17006,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1939,170074,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1940,170075,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
