timely_and_effective_care_id,provider_id,condition,measure_id,measure_name,score,sample,footnote,measure_start_date,measure_end_date
N100482,140089,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100483,14008,Stroke Care,STK_8,Stroke Education,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100484,140091,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,69,108,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100485,140093,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100486,140095,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100487,140100,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100488,140101,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100489,140103,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N10049,140110,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100490,140113,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100491,140114,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100492,140115,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100493,140116,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100494,140117,Emergency Department,ED_1b,ED1,216,495,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100495,140118,Emergency Department,ED_2b,ED2,57,481,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100496,140119,Heart Failure,HF_1,Discharge instructions,100,17,,10/1/12,9/30/13
N100497,140120,Heart Failure,HF_2,Evaluation of LVS Function,100,21,,10/1/12,9/30/13
N100498,140122,Heart Failure,HF_3,ACEI or ARB for LVSD,100,12,,10/1/12,9/30/13
N100499,140124,Preventive Care,IMM_1a,Immunization for pneumonia,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N1005,140125,Emergency Department,ED_2b,ED2,66,530,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10050,140127,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100500,140130,Preventive Care,IMM_2,Immunization for influenza,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,3/31/13
N100501,140133,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100502,140135,Emergency Department,OP_18b,OP 18,96,435,,10/1/12,9/30/13
N100503,140137,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100504,140143,Emergency Department,OP_20,Door to diagnostic eval,17,483,,10/1/12,9/30/13
N100505,140145,Emergency Department,OP_21,Median time to pain med,32,49,3 - Results are based on a shorter time period than required.,10/1/12,9/30/13
N100506,140147,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100507,140148,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100508,140150,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100509,140155,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,100,23,,10/1/12,9/30/13
N10051,140158,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,100,139,,10/1/12,9/30/13
N100510,140160,Heart Attack or Chest Pain,OP_5,Median Time to ECG,6,24,,10/1/12,9/30/13
N100511,140161,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100512,140162,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100513,140164,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100514,140166,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,93,42,,10/1/12,9/30/13
N100515,140167,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,97,34,,10/1/12,9/30/13
N100516,140172,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100517,140174,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100518,140176,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,16,,10/1/12,9/30/13
N100519,140177,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N10052,140179,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,100,146,,10/1/12,9/30/13
N100520,140180,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100521,140181,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100522,140182,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100523,140184,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,93,14,,10/1/12,9/30/13
N100524,140185,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100525,140186,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100526,140187,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100527,140189,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100528,140191,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100529,140197,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10053,140200,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100530,140202,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100531,140206,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100532,140208,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,83,161,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100533,140209,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100534,140210,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100535,140211,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100536,140213,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100537,140217,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100538,140223,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100539,140224,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N10054,140228,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,100,29,,10/1/12,9/30/13
N100540,140231,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100541,140233,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100542,140234,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100543,140239,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100544,140240,Heart Failure,HF_1,Discharge instructions,96,24,,10/1/12,9/30/13
N100545,140242,Heart Failure,HF_2,Evaluation of LVS Function,100,28,,10/1/12,9/30/13
N100546,140250,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100547,140251,Preventive Care,IMM_1a,Immunization for pneumonia,81,462,"2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100548,140252,Preventive Care,IMM_2,Immunization for influenza,83,248,3 - Results are based on a shorter time period than required.,10/1/12,3/31/13
N100549,140258,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N10055,140275,Emergency Department,ED_1b,ED1,240,484,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100550,140276,Emergency Department,OP_18b,OP 18,115,399,,10/1/12,9/30/13
N100551,140280,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100552,140281,Emergency Department,OP_20,Door to diagnostic eval,22,411,,10/1/12,9/30/13
N100553,140286,Emergency Department,OP_21,Median time to pain med,48,32,3 - Results are based on a shorter time period than required.,10/1/12,9/30/13
N100554,140288,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100555,140289,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100556,140290,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100557,140291,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,92,12,,10/1/12,9/30/13
N100558,140292,Heart Attack or Chest Pain,OP_5,Median Time to ECG,9,12,,10/1/12,9/30/13
N100559,140294,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10056,140300,Emergency Department,ED_2b,ED2,101,483,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100560,140304,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100561,14034,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100562,141300,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,98,87,,10/1/12,9/30/13
N100563,141301,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,65,,10/1/12,9/30/13
N100564,141302,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100565,141303,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100566,141304,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100567,141305,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100568,141306,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100569,141307,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10057,141309,Heart Failure,HF_1,Discharge instructions,97,222,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100570,141310,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100571,141311,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100572,141312,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100573,141313,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100574,141315,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100575,141316,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100576,141317,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100577,141318,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100578,141319,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100579,141320,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10058,141321,Heart Failure,HF_2,Evaluation of LVS Function,100,289,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100580,141322,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100581,141323,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100582,141324,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100583,141325,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100584,141326,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100585,141327,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100586,141328,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100587,141329,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100588,141330,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100589,141331,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N10059,141332,Heart Failure,HF_3,ACEI or ARB for LVSD,100,79,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100590,141333,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100591,141334,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100592,141335,Heart Failure,HF_1,Discharge instructions,100,24,,10/1/12,9/30/13
N100593,141336,Heart Failure,HF_2,Evaluation of LVS Function,100,36,,10/1/12,9/30/13
N100594,141337,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100595,141338,Preventive Care,IMM_1a,Immunization for pneumonia,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100596,141339,Preventive Care,IMM_2,Immunization for influenza,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,3/31/13
N100597,141340,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100598,141341,Emergency Department,OP_18b,OP 18,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100599,141342,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N1006,141343,Heart Failure,HF_1,Discharge instructions,94,466,,10/1/12,9/30/13
N10060,141344,Preventive Care,IMM_1a,Immunization for pneumonia,95,698,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100600,141345,Emergency Department,OP_20,Door to diagnostic eval,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100601,141346,Emergency Department,OP_21,Median time to pain med,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100602,141347,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100603,141348,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100604,141349,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100605,141350,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,100,50,,10/1/12,9/30/13
N100606,141351,Heart Attack or Chest Pain,OP_5,Median Time to ECG,7,50,,10/1/12,9/30/13
N100607,150001,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100608,150002,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100609,150003,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10061,150004,Preventive Care,IMM_2,Immunization for influenza,95,577,2 - Data submitted were based on a sample of cases/patients.,10/1/12,3/31/13
N100610,150005,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,99,98,,10/1/12,9/30/13
N100611,150006,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,85,61,,10/1/12,9/30/13
N100612,150007,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,95,21,,10/1/12,9/30/13
N100613,150008,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,100,56,,10/1/12,9/30/13
N100614,150009,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,82,,10/1/12,9/30/13
N100615,150010,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,56,,10/1/12,9/30/13
N100616,150011,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,100,54,,10/1/12,9/30/13
N100617,150012,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100618,150015,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,98,46,,10/1/12,9/30/13
N100619,150017,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,23,3 - Results are based on a shorter time period than required.,10/1/12,9/30/13
N10062,150018,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100620,150021,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100621,150022,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100622,150023,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100623,150024,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100624,150026,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100625,150030,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100626,150034,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100627,150035,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100628,150037,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100629,150038,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10063,15003,Emergency Department,OP_18b,OP 18,127,473,,10/1/12,9/30/13
N100630,150042,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100631,150044,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100632,150045,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100633,150046,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100634,150047,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100635,150048,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100636,15004,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100637,150051,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100638,150056,Emergency Department,ED_1b,ED1,217,419,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100639,150057,Emergency Department,ED_2b,ED2,77,419,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10064,150058,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100640,150059,Heart Failure,HF_1,Discharge instructions,85,39,,10/1/12,9/30/13
N100641,150061,Heart Failure,HF_2,Evaluation of LVS Function,100,50,,10/1/12,9/30/13
N100642,150064,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100643,150065,Preventive Care,IMM_1a,Immunization for pneumonia,93,466,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
