hospital_associated_infection_id,provider_id,measure_name,measure_id,compared_to_national,score,footnote,measure_start_date,measure_end_date
H100489,140103,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.016,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10049,140110,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100490,140113,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100491,140114,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100492,140115,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.128,,1/1/13,9/30/13
H100493,140116,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,3.815,,1/1/13,9/30/13
H100494,140117,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,33950,,1/1/13,9/30/13
H100495,140118,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,1.894,,1/1/13,9/30/13
H100496,140119,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,2,,1/1/13,9/30/13
H100497,140120,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,1.056,,1/1/13,9/30/13
H100498,140122,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the U.S. National Benchmark,1.192,,1/1/13,9/30/13
H100499,140124,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the U.S. National Benchmark,2.557,,1/1/13,9/30/13
H1005,140125,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,1.378,,10/1/12,9/30/13
H10050,140127,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100500,140130,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the U.S. National Benchmark,30349,,1/1/13,9/30/13
H100501,140133,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the U.S. National Benchmark,16.288,,1/1/13,9/30/13
H100502,140135,C.diff Observed Cases,HAI_6_NUMERATOR,Worse than the U.S. National Benchmark,29,,1/1/13,9/30/13
H100503,140137,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Worse than the U.S. National Benchmark,1.78,,1/1/13,9/30/13
H100504,140143,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.189,,10/1/12,9/30/13
H100505,140145,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,1.146,,10/1/12,9/30/13
H100506,140147,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,5453,,10/1/12,9/30/13
H100507,140148,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,9.669,,10/1/12,9/30/13
H100508,140150,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,5,,10/1/12,9/30/13
H100509,140155,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.517,,10/1/12,9/30/13
H10051,140158,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100510,140160,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0.329,,10/1/12,9/30/13
H100511,140161,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,1.087,,10/1/12,9/30/13
H100512,140162,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,8908,,10/1/12,9/30/13
H100513,140164,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,17.594,,10/1/12,9/30/13
H100514,140166,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,11,,10/1/12,9/30/13
H100515,140167,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,0.625,,10/1/12,9/30/13
H100516,140172,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.054,,10/1/12,9/30/13
H100517,140174,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,1.07,,10/1/12,9/30/13
H100518,140176,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,188,,10/1/12,9/30/13
H100519,140177,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,6.177,,10/1/12,9/30/13
H10052,140179,SSI: Colon Observed Cases,HAI_3_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100520,140180,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100521,140181,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.324,,10/1/12,9/30/13
H100522,140182,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.026,,10/1/12,9/30/13
H100523,140184,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,2.515,,10/1/12,9/30/13
H100524,140185,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,194,,10/1/12,9/30/13
H100525,140186,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.961,,10/1/12,9/30/13
H100526,140187,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,1,,10/1/12,9/30/13
H100527,140189,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0.51,,10/1/12,9/30/13
H100528,140191,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Worse than the U.S. National Benchmark,1.072,,1/1/13,9/30/13
H100529,140197,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Worse than the U.S. National Benchmark,4.45,,1/1/13,9/30/13
H10053,140200,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100530,140202,MRSA Patient Days,HAI_5_DOPC_DAYS,Worse than the U.S. National Benchmark,76085,,1/1/13,9/30/13
H100531,140206,MRSA Predicted Cases,HAI_5_ELIGCASES,Worse than the U.S. National Benchmark,3.839,,1/1/13,9/30/13
H100532,140208,MRSA Observed Cases,HAI_5_NUMERATOR,Worse than the U.S. National Benchmark,9,,1/1/13,9/30/13
H100533,140209,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Worse than the U.S. National Benchmark,2.344,,1/1/13,9/30/13
H100534,140210,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the U.S. National Benchmark,1.046,,1/1/13,9/30/13
H100535,140211,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the U.S. National Benchmark,1.657,,1/1/13,9/30/13
H100536,140213,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the U.S. National Benchmark,68087,,1/1/13,9/30/13
H100537,140217,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the U.S. National Benchmark,58.082,,1/1/13,9/30/13
H100538,140223,C.diff Observed Cases,HAI_6_NUMERATOR,Worse than the U.S. National Benchmark,77,,1/1/13,9/30/13
H100539,140224,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Worse than the U.S. National Benchmark,1.326,,1/1/13,9/30/13
H10054,140228,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100540,140231,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,Better than the U.S. National Benchmark,0.293,,10/1/12,9/30/13
H100541,140233,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,Better than the U.S. National Benchmark,0.709,,10/1/12,9/30/13
H100542,140234,CLABSI Central Line Days,HAI_1_DOPC_DAYS,Better than the U.S. National Benchmark,19348,,10/1/12,9/30/13
H100543,140239,CLABSI Predicted Cases,HAI_1_ELIGCASES,Better than the U.S. National Benchmark,42.792,,10/1/12,9/30/13
H100544,140240,CLABSI Observed Cases,HAI_1_NUMERATOR,Better than the U.S. National Benchmark,20,,10/1/12,9/30/13
H100545,140242,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,Better than the U.S. National Benchmark,0.467,,10/1/12,9/30/13
H100546,140250,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Better than the U.S. National Benchmark,0.069,,10/1/12,9/30/13
H100547,140251,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Better than the U.S. National Benchmark,0.283,,10/1/12,9/30/13
H100548,140252,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Better than the U.S. National Benchmark,21026,,10/1/12,9/30/13
H100549,140258,CAUTI Predicted Cases,HAI_2_ELIGCASES,Better than the U.S. National Benchmark,53.744,,10/1/12,9/30/13
H10055,140275,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100550,140276,CAUTI Observed Cases,HAI_2_NUMERATOR,Better than the U.S. National Benchmark,8,,10/1/12,9/30/13
H100551,140280,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Better than the U.S. National Benchmark,0.149,,10/1/12,9/30/13
H100552,140281,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Worse than the U.S. National Benchmark,1.382,,10/1/12,9/30/13
H100553,140286,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Worse than the U.S. National Benchmark,2.396,,10/1/12,9/30/13
H100554,140288,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Worse than the U.S. National Benchmark,834,,10/1/12,9/30/13
H100555,140289,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Worse than the U.S. National Benchmark,27.761,,10/1/12,9/30/13
H100556,140290,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Worse than the U.S. National Benchmark,51,,10/1/12,9/30/13
H100557,140291,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Worse than the U.S. National Benchmark,1.837,,10/1/12,9/30/13
H100558,140292,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.155,,10/1/12,9/30/13
H100559,140294,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,1.659,,10/1/12,9/30/13
H10056,140300,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100560,140304,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,552,,10/1/12,9/30/13
H100561,14034,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,4.922,,10/1/12,9/30/13
H100562,141300,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,3,,10/1/12,9/30/13
H100563,141301,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0.61,,10/1/12,9/30/13
H100564,141302,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Worse than the U.S. National Benchmark,1.476,,1/1/13,9/30/13
H100565,141303,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Worse than the U.S. National Benchmark,2.578,,1/1/13,9/30/13
H100566,141304,MRSA Patient Days,HAI_5_DOPC_DAYS,Worse than the U.S. National Benchmark,284147,,1/1/13,9/30/13
H100567,141305,MRSA Predicted Cases,HAI_5_ELIGCASES,Worse than the U.S. National Benchmark,26.89,,1/1/13,9/30/13
H100568,141306,MRSA Observed Cases,HAI_5_NUMERATOR,Worse than the U.S. National Benchmark,53,,1/1/13,9/30/13
H100569,141307,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Worse than the U.S. National Benchmark,1.971,,1/1/13,9/30/13
H10057,141309,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100570,141310,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the U.S. National Benchmark,1.022,,1/1/13,9/30/13
H100571,141311,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the U.S. National Benchmark,1.309,,1/1/13,9/30/13
H100572,141312,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the U.S. National Benchmark,267452,,1/1/13,9/30/13
H100573,141313,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the U.S. National Benchmark,223.559,,1/1/13,9/30/13
H100574,141315,C.diff Observed Cases,HAI_6_NUMERATOR,Worse than the U.S. National Benchmark,259,,1/1/13,9/30/13
H100575,141316,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Worse than the U.S. National Benchmark,1.159,,1/1/13,9/30/13
H100576,141317,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,Better than the U.S. National Benchmark,0.128,,10/1/12,9/30/13
H100577,141318,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,Better than the U.S. National Benchmark,0.97,,10/1/12,9/30/13
H100578,141319,CLABSI Central Line Days,HAI_1_DOPC_DAYS,Better than the U.S. National Benchmark,3686,,10/1/12,9/30/13
H100579,141320,CLABSI Predicted Cases,HAI_1_ELIGCASES,Better than the U.S. National Benchmark,9.946,,10/1/12,9/30/13
H10058,141321,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100580,141322,CLABSI Observed Cases,HAI_1_NUMERATOR,Better than the U.S. National Benchmark,4,,10/1/12,9/30/13
H100581,141323,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,Better than the U.S. National Benchmark,0.402,,10/1/12,9/30/13
H100582,141324,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0.484,,10/1/12,9/30/13
H100583,141325,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,1.699,,10/1/12,9/30/13
H100584,141326,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,4165,,10/1/12,9/30/13
H100585,141327,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,10.492,,10/1/12,9/30/13
H100586,141328,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,10,,10/1/12,9/30/13
H100587,141329,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,0.953,,10/1/12,9/30/13
H100588,141330,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100589,141331,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.826,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H10059,141332,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100590,141333,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,32,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100591,141334,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,1.06,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100592,141335,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100593,141336,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100594,141337,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100595,141338,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100596,141339,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,101,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100597,141340,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.967,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100598,141341,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,2,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100599,141342,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H1006,141343,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Worse than the U.S. National Benchmark,1.548,,10/1/12,9/30/13
H10060,141344,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100600,141345,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Better than the U.S. National Benchmark,0.003,,1/1/13,9/30/13
H100601,141346,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Better than the U.S. National Benchmark,0.686,,1/1/13,9/30/13
H100602,141347,MRSA Patient Days,HAI_5_DOPC_DAYS,Better than the U.S. National Benchmark,102507,,1/1/13,9/30/13
H100603,141348,MRSA Predicted Cases,HAI_5_ELIGCASES,Better than the U.S. National Benchmark,8.124,,1/1/13,9/30/13
H100604,141349,MRSA Observed Cases,HAI_5_NUMERATOR,Better than the U.S. National Benchmark,1,,1/1/13,9/30/13
H100605,141350,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Better than the U.S. National Benchmark,0.123,,1/1/13,9/30/13
H100606,141351,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the U.S. National Benchmark,0.086,,1/1/13,9/30/13
H100607,150001,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the U.S. National Benchmark,0.276,,1/1/13,9/30/13
H100608,150002,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the U.S. National Benchmark,97692,,1/1/13,9/30/13
H100609,150003,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the U.S. National Benchmark,80.523,,1/1/13,9/30/13
H10061,150004,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100610,150005,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the U.S. National Benchmark,13,,1/1/13,9/30/13
H100611,150006,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the U.S. National Benchmark,0.161,,1/1/13,9/30/13
H100612,150007,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.269,,10/1/12,9/30/13
H100613,150008,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,1.217,,10/1/12,9/30/13
H100614,150009,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,5122,,10/1/12,9/30/13
H100615,150010,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,11.376,,10/1/12,9/30/13
H100616,150011,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,7,,10/1/12,9/30/13
H100617,150012,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.615,,10/1/12,9/30/13
H100618,150015,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Better than the U.S. National Benchmark,0.191,,10/1/12,9/30/13
H100619,150017,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Better than the U.S. National Benchmark,0.978,,10/1/12,9/30/13
H10062,150018,MRSA Patient Days,HAI_5_DOPC_DAYS,NULL,4292,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100620,150021,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Better than the U.S. National Benchmark,5511,,10/1/12,9/30/13
H100621,150022,CAUTI Predicted Cases,HAI_2_ELIGCASES,Better than the U.S. National Benchmark,12.758,,10/1/12,9/30/13
H100622,150023,CAUTI Observed Cases,HAI_2_NUMERATOR,Better than the U.S. National Benchmark,6,,10/1/12,9/30/13
H100623,150024,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Better than the U.S. National Benchmark,0.47,,10/1/12,9/30/13
H100624,150026,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.111,,10/1/12,9/30/13
H100625,150030,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.178,,10/1/12,9/30/13
H100626,150034,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,102,,10/1/12,9/30/13
H100627,150035,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,3.034,,10/1/12,9/30/13
H100628,150037,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100629,150038,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.659,,10/1/12,9/30/13
H10063,15003,MRSA Predicted Cases,HAI_5_ELIGCASES,NULL,0.154,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100630,150042,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100631,150044,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,1.985,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100632,150045,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,194,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100633,150046,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.509,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100634,150047,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100635,150048,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100636,15004,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.417,,1/1/13,9/30/13
H100637,150051,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,1.599,,1/1/13,9/30/13
H100638,150056,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,123370,,1/1/13,9/30/13
H100639,150057,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,11.498,,1/1/13,9/30/13
H10064,150058,MRSA Observed Cases,HAI_5_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100640,150059,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,10,,1/1/13,9/30/13
H100641,150061,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.87,,1/1/13,9/30/13
H100642,150064,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the U.S. National Benchmark,0.32,,1/1/13,9/30/13
H100643,150065,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the U.S. National Benchmark,0.595,,1/1/13,9/30/13
H100644,150069,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the U.S. National Benchmark,119926,,1/1/13,9/30/13
H100645,150072,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the U.S. National Benchmark,97.322,,1/1/13,9/30/13
H100646,150074,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the U.S. National Benchmark,43,,1/1/13,9/30/13
H100647,150075,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the U.S. National Benchmark,0.442,,1/1/13,9/30/13
H100648,150076,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.028,,10/1/12,9/30/13
H100649,150082,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,2.796,,10/1/12,9/30/13
H10065,150084,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100650,150086,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,1175,,10/1/12,9/30/13
H100651,150088,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,1.764,,10/1/12,9/30/13
H100652,150089,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,1,,10/1/12,9/30/13
H100653,150090,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.567,,10/1/12,9/30/13
H100654,150091,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100655,150097,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,1.734,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100656,150100,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,1329,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100657,150101,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,1.728,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100658,150102,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
