nursing_home_provider_info_id,provnum,provider_id,provider_name,address,city,state,zipcode,phone,county_ssa,county_name,ownership,bedcert,restot,certification,inhosp,lbn,participation_date,ccrc_facil,ssf,chow_last,resfamcouncil,sprinkler_status,overall_rating,overall_rating_fn,survey_rating,survey_rating_fn,quality_rating,quality_rating_fn,staffing_rating,staffing_rating_fn,RN_staffing_rating,RN_staffing_rating_fn,STAFFING_FLAG,PT_STAFFING_FLAG,AIDHRD,VOCHRD,RNHRD,TOTLICHRD,TOTHRD,PTHRD,exp_aide,exp_lpn,exp_rn,exp_total,adj_aide,adj_lpn,adj_rn,adj_total,cycle_1_defs,cycle_1_nfromdefs,cycle_1_nfromcomp,cycle_1_defs_score,CYCLE_1_SURVEY_DATE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,cycle_2_defs,cycle_2_nfromdefs,cycle_2_nfromcomp,cycle_2_defs_score,CYCLE_2_SURVEY_DATE,CYCLE_2_NUMREVIS,CYCLE_2_REVISIT_SCORE,CYCLE_2_TOTAL_SCORE,cycle_3_defs,cycle_3_nfromdefs,cycle_3_nfromcomp,cycle_3_defs_score,CYCLE_3_SURVEY_DATE,CYCLE_3_NUMREVIS,CYCLE_3_REVISIT_SCORE,CYCLE_3_TOTAL_SCORE,WEIGHTED_ALL_CYCLES_SCORE,incident_cnt,cmplnt_cnt,FINE_CNT,FINE_TOT,PAYDEN_CNT,TOT_PENLTY_CNT,FILEDATE
b10654,345375,150076,SCOTLAND MANOR HEALTH CARE CENTER,920 JR HIGH SCHOOL ROAD,SCOTLAND NECK,NC,27874,(252) 826-5146,410,Halifax,For profit - Corporation,62,51,Medicare and Medicaid,NO,"LP SCOTLAND NECK, LLC",6/12/91,N,N,N,Resident,Yes,3,,2,,5,,3,,3,,,,2.07059,0.72451,0.7598,1.48431,3.5549,0.05588,2.37444,0.65683,1.11424,4.14551,2.1397,0.91552,0.50952,3.45662,2,2,0,24,8/7/13,1,0,24,0,0,0,0,9/6/12,0,0,0,10,10,0,64,8/25/11,1,0,64,22.667,0,0,0,0,0,0,"10/1/14
"
b10655,345376,150082,CUMBERLAND NURSING AND REHABILITATION CENTER,2461 LEGION ROAD,FAYETTEVILLE,NC,28306,(910) 424-9417,250,Cumberland,For profit - Corporation,120,106,Medicare and Medicaid,NO,"MAPLE LTC GROUP, LLC",6/13/91,N,N,N,Resident,Yes,1,,1,,1,,1,,2,,,,1.65708,0.98774,0.51981,1.50755,3.16463,0.05377,2.56267,0.74115,1.23596,4.53979,1.58662,1.10615,0.31425,2.80989,1,1,1,4,3/13/14,1,0,4,8,6,3,80,2/8/13,1,0,80,5,4,1,233,11/30/11,1,0,233,67.5,0,5,4,77968,0,4,"10/1/14
"
b10656,345377,150084,GREENFIELD PLACE,2575 W 5TH STREET,GREENVILLE,NC,27834,(252) 830-9100,730,Pitt,For profit - Individual,130,102,Medicare and Medicaid,NO,"GREENFIELD PLACE, LLC",6/25/91,N,N,N,Resident,Yes,1,,1,,1,,4,,3,,,,2.6549,1.10784,0.61275,1.72059,4.37549,0.04461,2.43637,0.62158,1.00409,4.06204,2.67379,1.4793,0.45598,4.34195,7,4,3,32,2/20/14,2,16,48,4,4,0,20,1/10/13,2,10,30,8,8,0,36,12/15/11,1,0,36,40,0,5,2,15406,0,2,"10/1/14
"
b10657,345378,150086,ROCKINGHAM MANOR,804 SOUTH LONG DRIVE,ROCKINGHAM,NC,28379,(910) 997-4493,760,Richmond,For profit - Corporation,118,88,Medicare and Medicaid,NO,"ROCKINGHAM MANOR, LLC",6/21/91,N,N,N,Resident,Yes,1,,2,,4,,1,,1,,,,2.15739,0.89034,0.40341,1.29375,3.45114,0.10455,2.53124,0.6281,1.08522,4.24456,2.09131,1.17654,0.27776,3.27742,5,5,0,52,6/26/14,1,0,52,0,0,0,0,5/22/13,0,0,0,2,2,0,4,6/20/12,1,0,4,26.667,0,1,0,0,0,0,"10/1/14
"
b10658,345380,150088,THE REHAB AND HC CTR AT VILLAGE GR,1601 PURDUE DRIVE,FAYETTEVILLE,NC,28304,(910) 486-5000,250,Cumberland,For profit - Corporation,170,68,Medicare and Medicaid,NO,REHABILITATION AND HEALTH CARE CENTER AT VILLAGE GREEN,7/10/91,N,N,N,Resident,Yes,4,,4,,4,,2,,1,,,,2.02206,1.5,0.43088,1.93088,3.95294,0.09559,2.41976,0.65635,1.17964,4.25575,2.05042,1.89685,0.27293,3.74409,1,1,0,0,10/24/13,0,0,0,4,4,0,12,12/19/12,1,0,12,0,0,0,0,11/22/11,0,0,0,4,0,1,0,0,0,0,"10/1/14
"
b10659,345381,150089,VILLAGE CARE OF KING,440 INGRAM ROAD EXT BOX 1750,KING,NC,27021,(336) 983-4900,840,Stokes,For profit - Corporation,96,88,Medicare and Medicaid,NO,AUTUMN CORPORATION,7/11/91,N,N,N,Resident,Yes,4,,4,,3,,4,,2,,,,3.11193,1.15795,0.41364,1.57159,4.68352,0.075,2.49138,0.64361,1.07696,4.21195,3.06487,1.49329,0.28699,4.4822,2,2,0,8,5/8/14,1,0,8,0,0,0,0,2/7/13,0,0,0,2,2,0,8,1/6/12,1,0,8,5.333,0,0,0,0,0,0,"10/1/14
"
b1066,15135,150090,JOHN KNOX MANOR INC  I I,4401 NARROW LANE ROAD,MONTGOMERY,AL,36116,(334) 281-6336,500,Montgomery,Non profit - Corporation,98,65,Medicare and Medicaid,NO,JOHN KNOX MANOR INC II,5/10/76,N,N,N,Resident,Yes,5,,4,,5,,4,,3,,,,3.13615,1.29923,0.39923,1.69846,4.83461,0.01231,2.49923,0.56574,0.78342,3.8484,3.07901,1.90609,0.38077,5.06388,2,2,0,8,11/7/13,1,0,8,5,5,0,32,10/12/12,0,0,32,1,0,1,4,12/8/11,0,0,4,15.333,0,1,0,0,0,0,"10/1/14
"
b10660,345383,150091,SCOTTISH PINES REHABILITATION AND NURSING CENTER,620 JOHNS ROAD,LAURINBURG,NC,28352,(910) 361-4007,820,Scotland,For profit - Corporation,99,76,Medicare and Medicaid,NO,"CENTURY CARE OF LAURINBURG, INC",7/3/91,N,N,N,Both,Yes,3,,3,,4,,2,,3,,,,2.24803,0.65526,0.68947,1.34474,3.59276,0.08947,2.55281,0.74738,1.23746,4.53765,2.16075,0.7277,0.41631,3.19153,1,1,0,4,8/29/13,1,0,4,3,3,0,12,9/12/12,1,0,12,7,5,2,32,8/4/11,1,0,32,11.333,0,3,0,0,0,0,"10/1/14
"
b10661,345384,150097,HERITAGE HEALTHCARE OF FARMVILLE,4351 SOUTH MAIN STREET,FARMVILLE,NC,27828,(252) 753-5547,730,Pitt,For profit - Corporation,56,54,Medicare and Medicaid,NO,PRUITTHEALTH-FARMVILLE LLC,7/3/91,N,N,N,Resident,Yes,4,,3,,5,,2,,3,,,,2.06296,0.71944,0.59907,1.31852,3.38147,0.10556,2.58398,0.63927,1.06618,4.28943,1.95895,0.93409,0.41984,3.17766,4,4,1,24,3/13/14,1,0,24,2,2,0,8,4/18/13,1,0,8,3,3,0,16,3/1/12,1,0,16,17.333,0,1,0,0,0,0,"10/1/14
"
b10662,345385,150100,CARDINAL HEALTHCARE AND REHAB,931 N ASPEN STREET,LINCOLNTON,NC,28092,(704) 732-7055,540,Lincoln,For profit - Corporation,83,61,Medicare and Medicaid,NO,"CARDINAL NORTH CAROLINA HEALTHCARE, LLC",6/24/91,N,N,N,Resident,Yes,2,,3,,3,,1,,1,,,,2.43115,1.07213,0.37541,1.44754,3.87869,0.07705,2.68954,0.73896,1.22242,4.65092,2.21797,1.20422,0.22947,3.36162,0,0,0,0,7/31/14,0,0,0,4,4,0,16,5/31/13,1,0,16,14,13,1,72,4/28/12,1,0,72,17.333,0,1,1,4550,0,1,"10/1/14
"
b10663,345386,150101,WILKES REGIONAL MEDICAL CTR SN,1370 WEST D STREET,NORTH WILKESBORO,NC,28659,(336) 651-8100,960,Wilkes,Non profit - Other,10,7,Medicare and Medicaid,YES,WRMC HOSPITAL OPERATING CORPORATION,7/9/91,N,N,N,None,Yes,5,,4,,4,,5,,5,,,,1.63571,0,3.67143,3.67143,5.30714,0.1,1.8783,0.66196,1.56898,4.10923,2.1368,0,1.74846,5.20597,1,1,0,8,8/14/14,0,0,8,1,1,0,4,6/12/13,1,0,4,0,0,0,0,9/5/12,0,0,0,5.333,0,0,0,0,0,0,"10/1/14
"
b10664,345388,150102,HUNTER WOODS NURSING AND REHAB,620 TOM HUNTER ROAD,CHARLOTTE,NC,28256,(704) 598-5136,590,Mecklenburg,For profit - Corporation,120,113,Medicare and Medicaid,NO,"HUNTER WOODS HEALTHCARE, LLC",6/26/91,N,N,N,Both,Yes,1,,2,,4,,1,,2,,,,1.90177,0.97788,0.43982,1.4177,3.31947,0.04735,2.53233,0.75391,1.13083,4.41707,1.84272,1.07658,0.29061,3.02926,8,4,4,60,5/2/13,1,0,60,0,0,0,0,3/28/12,0,0,0,4,3,1,24,2/24/11,1,0,24,34,0,5,0,0,0,0,"10/1/14
"
b10665,345389,150104,THE LAURELS OF FOREST GLENN,1101 HARTWELL STREET,GARNER,NC,27529,(919) 772-8888,910,Wake,For profit - Corporation,120,110,Medicare and Medicaid,NO,"OAK HEALTH CARE INVESTORS OF NORTH CAROLINA, INC",6/28/91,N,N,N,Both,Yes,2,,1,,5,,5,,5,,,,2.93318,0.96773,1.10636,2.07409,5.00727,0.13636,2.5477,0.61938,1.07878,4.24587,2.82496,1.2968,0.7663,4.75375,7,6,1,111,12/5/13,1,0,111,11,9,2,84,11/28/12,1,0,84,7,7,0,36,10/6/11,1,0,36,89.5,0,2,3,24385,0,3,"10/1/14
"
b10666,345390,150109,COUNTRYSIDE MANOR,7700 US 158 EAST,STOKESDALE,NC,27357,(336) 643-6301,400,Guilford,For profit - Corporation,60,50,Medicare and Medicaid,NO,"COUNTRYSIDE MANOR, INC",7/22/91,N,N,N,Resident,Yes,4,,4,,4,,4,,3,,,,3.125,0.979,0.633,1.612,4.737,0.034,2.69269,0.61718,0.95372,4.2636,2.84764,1.31658,0.49593,4.47846,0,0,0,0,4/10/14,0,0,0,5,5,1,20,1/31/13,1,0,20,0,0,0,0,2/29/12,0,0,0,6.667,0,2,0,0,0,0,"10/1/14
"
b10667,345391,150112,HEARTLAND LIVING & REHAB AT THE MOSES H CONE MEM H,1131 NORTH CHURCH STREET,GREENSBORO,NC,27401,(336) 358-5100,400,Guilford,For profit - Corporation,106,99,Medicare and Medicaid,NO,"HEARTLAND OF GREENSBORO, INC",7/11/91,N,N,N,Resident,Yes,3,,2,,5,,2,,2,,,,2.90859,0.6399,0.51414,1.15404,4.06263,0.0601,2.56575,0.71359,1.23083,4.51017,2.78157,0.74429,0.31212,3.63092,5,5,0,52,6/4/14,1,0,52,3,3,0,16,2/7/13,1,0,16,1,1,1,4,1/27/12,1,0,4,32,0,2,2,2340,0,2,"10/1/14
"
b10668,345392,150113,"AMBASSADOR HEALTH & REHAB OF WADESBORO, LLC",2051 COUNTY CLUB ROAD,WADESBORO,NC,28170,(704) 694-4106,30,Anson,For profit - Corporation,66,62,Medicare and Medicaid,NO,"AMBASSADOR HEALTH & REHAB OF WADESBORO, LLC",7/12/91,N,N,N,Both,Yes,3,,2,,3,,4,,3,,,,2.68548,0.925,0.5879,1.5129,4.19838,0.13468,2.6703,0.74072,1.09375,4.50476,2.46765,1.0365,0.40163,3.75675,1,1,0,4,2/5/14,1,0,4,7,7,0,36,11/1/12,1,0,36,7,7,0,28,9/15/11,1,0,28,18.667,0,0,0,0,0,0,"10/1/14
"
b10669,345393,150115,PISGAH MANOR HEALTH CARE CENTER,104 HOLCOMBE COVE ROAD,CANDLER,NC,28715,(828) 667-9851,100,Buncombe,Non profit - Corporation,118,109,Medicare and Medicaid,NO,"CAROLINA ADVENTIST RETIREMENT SYSTEMS, INC.",7/16/91,Y,N,N,Both,Yes,1,,1,,4,,3,,3,,,,2.53807,0.68211,0.61606,1.29817,3.83624,0.07798,2.60364,0.68639,1.16372,4.45375,2.3919,0.82482,0.39556,3.47202,2,0,2,79,9/26/13,0,0,79,1,1,0,4,8/16/12,1,0,4,5,5,0,20,9/16/11,1,0,20,44.167,0,3,2,39130,0,2,"10/1/14
"
b1067,15136,150125,FALKVILLE HEALTH CARE CENTER,10 WEST 3RD STREET  PO BOX 409,FALKVILLE,AL,35622,(256) 784-5291,510,Morgan,For profit - Corporation,116,109,Medicare and Medicaid,NO,USA HEALTHCARE FALKVILLE LLC,5/1/76,N,N,N,Both,Yes,5,,4,,5,,4,,4,,,,2.77294,0.96514,0.62064,1.58578,4.35872,0.10872,2.20495,0.57078,0.88599,3.66171,3.08577,1.40346,0.52342,4.79818,5,5,3,20,7/24/14,0,0,20,3,3,0,16,5/31/13,1,0,16,0,0,0,0,4/3/12,0,0,0,15.333,0,1,0,0,0,0,"10/1/14
"
b10670,345394,150126,BROOK STONE LIVING CENTER,8990 HIGHWAY 17 SOUTH,POLLOCKSVILLE,NC,28573,(252) 224-0112,510,Jones,For profit - Corporation,80,53,Medicare and Medicaid,NO,"AM HEALTH CARE SERVICES, INC",8/2/91,N,N,N,Resident,Yes,4,,3,,5,,2,,1,,,,1.92736,1.19434,0.35566,1.55,3.47736,0.1,2.17606,0.62673,1.02089,3.82368,2.17327,1.5817,0.26031,3.66581,2,2,0,8,3/27/14,1,0,8,4,4,0,16,2/22/13,1,0,16,6,4,2,24,3/2/12,1,0,24,13.333,0,2,0,0,0,0,"10/1/14
"
b10671,345395,150128,PEAK RESOURCES-CHERRYVILLE,7615 DALLAS CHERRYVILLE HIGHWAY,CHERRYVILLE,NC,28021,(704) 435-6029,350,Gaston,For profit - Corporation,54,48,Medicare and Medicaid,NO,"CENTURY CARE OF CHERRYVILLE, INC",8/1/91,N,N,N,Resident,Yes,5,,3,,5,,5,,5,,,,3.65313,0.99375,1.31875,2.3125,5.96563,0.31875,2.52948,0.73831,1.38668,4.65447,3.54369,1.11716,0.7106,5.1664,2,2,0,8,3/27/14,1,0,8,3,3,0,12,1/25/13,1,0,12,4,4,0,16,12/22/11,1,0,16,10.667,0,0,1,4550,0,1,"10/1/14
"
b10672,345396,150129,SMOKY MOUNTAIN HEALTH AND REHABILITATION CENTER,1349 CRABTREE ROAD,WAYNESVILLE,NC,28785,(828) 454-9260,430,Haywood,For profit - Corporation,50,33,Medicare and Medicaid,NO,"SNOWSHOE LTC GROUP, LLC",8/26/91,N,N,N,Resident,Yes,3,,2,,3,,5,,5,,,,3.45909,0.50909,1.27273,1.78182,5.24091,0.14242,2.23203,0.62476,1.18708,4.04387,3.80262,0.67633,0.80111,5.22409,2,0,2,12,5/31/13,0,0,12,4,4,0,36,4/21/12,1,0,36,3,3,0,16,2/24/11,1,0,16,20.667,0,0,0,0,0,0,"10/1/14
"
b10673,345397,150133,SHORELAND HLTH CARE & RETIREME,200 FLOWER-PRIDGEN DRIVE,WHITEVILLE,NC,28472,(910) 642-4300,230,Columbus,For profit - Corporation,89,78,Medicare and Medicaid,NO,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,9/10/91,N,N,N,Resident,Yes,2,,3,,4,,1,,1,,,,2.23846,0.925,0.27628,1.20128,3.43974,0.06859,2.60372,0.7013,1.12063,4.42565,2.10949,1.09475,0.18421,3.13293,4,1,4,20,2/20/14,1,0,20,0,0,0,0,3/7/13,0,0,0,0,0,0,0,3/21/12,0,0,0,10,0,1,0,0,0,0,"10/1/14
"
b10674,345400,150146,SKYLAND CARE CENTER,193 ASHEVILLE HIGHWAY,SYLVA,NC,28779,(828) 586-8935,490,Jackson,For profit - Corporation,94,77,Medicare and Medicaid,NO,"BT2, INC.",9/3/91,N,N,N,Both,Yes,2,,2,,4,,2,,3,,,,2.59351,0.46494,0.79935,1.26429,3.8578,0.05844,2.68095,0.78695,1.32679,4.79469,2.37367,0.49038,0.45016,3.24325,0,0,0,0,10/31/13,0,0,0,1,1,0,4,8/30/12,1,0,4,3,3,0,133,8/9/11,1,0,133,23.5,0,1,0,0,0,0,"10/1/14
"
b10675,345401,150149,WILKES SENIOR VILLAGE,204 OLD BRICKYARD ROAD,NORTH WILKESBORO,NC,28659,(336) 667-2020,960,Wilkes,For profit - Individual,130,100,Medicare and Medicaid,NO,"CARE CONCEPTS, INC.",9/12/91,N,N,N,Resident,Yes,5,,5,,4,,4,,5,,,,2.98,0.3655,1.1935,1.559,4.539,0.08,2.76739,0.71801,1.13271,4.61811,2.64221,0.42251,0.7873,3.96185,1,1,0,0,8/22/13,0,0,0,1,1,0,8,6/7/12,1,0,8,0,0,0,0,5/5/11,0,0,0,2.667,0,0,0,0,0,0,"10/1/14
"
b10676,345403,150150,CARY HEALTH AND REHABILITATION,6590 TRYON ROAD,CARY,NC,27518,(919) 851-8000,910,Wake,For profit - Corporation,120,110,Medicare and Medicaid,NO,"CARY HEALTHCARE, LLC",9/24/91,N,N,N,Resident,Yes,1,,1,,4,,2,,3,,,,1.74818,1.01182,0.65818,1.67,3.41818,0.07773,2.41179,0.67901,1.23517,4.32596,1.77856,1.23682,0.39816,3.18503,8,4,4,107,4/17/14,1,0,107,4,4,0,24,7/25/13,1,0,24,6,2,4,119,6/6/12,1,0,119,81.333,0,7,9,240678,1,10,"10/1/14
"
b10677,345404,150153,THREE RIVERS HEALTH AND REHAB,1403 CONNER DRIVE,WINDSOR,NC,27983,(252) 794-4441,70,Bertie,For profit - Corporation,60,54,Medicare and Medicaid,NO,"LIBERTY HEALTHCARE GROUP, LLC",3/12/92,N,N,N,Resident,Yes,4,,3,,4,,4,,4,,,,3.18426,0.45648,1.00278,1.45926,4.64352,0.11481,2.57878,0.73454,1.26442,4.57774,3.02982,0.5158,0.59258,4.08882,2,2,0,8,2/13/14,1,0,8,3,3,0,24,3/13/13,1,0,24,4,4,0,16,5/17/12,1,0,16,14.667,0,0,0,0,0,0,"10/1/14
"
b10678,345405,150154,CHARLOTTE HEALTH & REHABILITATION CENTER,1735 TODDVILLE ROAD,CHARLOTTE,NC,28214,(704) 394-4001,590,Mecklenburg,For profit - Partnership,120,95,Medicare and Medicaid,NO,"CHARLOTTE HEALTH CARE CENTER 68, INC.",10/10/91,N,N,N,Resident,Yes,1,,1,,4,,3,,3,,,,2.11579,0.87526,0.60842,1.48368,3.59947,0.11947,2.57257,0.7078,1.08587,4.36624,2.01803,1.02637,0.41866,3.32302,2,0,2,8,8/15/13,0,0,8,10,6,5,161,7/28/12,1,0,161,6,3,3,20,9/22/11,1,0,20,61,0,9,2,216418,0,2,"10/1/14
"
b10679,345406,150157,DOWN EAST HEALTH AND REHAB CEN,38 CARTERS ROAD,GATESVILLE,NC,27938,(252) 357-2124,360,Gates,For profit - Corporation,70,57,Medicare and Medicaid,NO,"DOWN EAST HEALTHCARE, LLC",10/23/91,N,N,N,Both,Yes,1,,2,,3,,1,,1,,,,2.00263,0.90351,0.23158,1.13509,3.13772,0.06667,2.32292,0.65842,1.08267,4.06401,2.11538,1.13895,0.15982,3.11216,4,4,0,24,2/28/14,1,0,24,6,6,0,24,1/31/13,1,0,24,6,6,0,28,12/15/11,1,0,28,24.667,0,0,0,0,0,0,"10/1/14
"
b1068,15137,150158,ALICEVILLE MANOR NURSING HOME,703 17TH STREET NORTHWEST,ALICEVILLE,AL,35442,(205) 373-6307,530,Pickens,For profit - Corporation,100,96,Medicare and Medicaid,NO,"WHEAT NURSING HOME, INC",1/1/77,N,N,N,Both,Yes,5,,5,,4,,4,,4,,,,2.91771,0.95469,0.64792,1.6026,4.52032,0.00521,2.39587,0.65267,0.90804,3.95657,2.98814,1.21408,0.53316,4.60524,2,2,0,4,8/22/13,1,0,4,2,2,2,8,8/29/12,1,0,8,1,1,0,4,6/29/11,1,0,4,5.333,0,1,0,0,0,0,"10/1/14
"
b10680,345407,150160,CROSS CREEK HEALTH CARE,1719 SWAN QUARTER ROAD,SWANQUARTER,NC,27885,(252) 926-2143,470,Hyde,For profit - Partnership,80,50,Medicare and Medicaid,NO,"LIBERTY HEALTHCARE GROUP, LLC",11/7/91,N,N,N,Resident,Yes,2,,2,,4,,2,,3,,,,1.693,0.3,0.635,0.935,2.628,0.024,2.33654,0.64068,0.92934,3.90657,1.77789,0.38865,0.51055,2.71164,3,3,0,24,6/12/14,1,0,24,5,5,0,24,7/25/13,1,0,24,3,3,0,16,6/21/12,1,0,16,22.667,0,1,0,0,0,0,"10/1/14
"
b10681,345408,150161,BRIAN CENTER HEALTH AND REHABILITATION/DURHAM,6000 FAYETTEVILLE ROAD,DURHAM,NC,27713,(919) 544-9021,310,Durham,For profit - Limited Liability company,120,126,Medicare and Medicaid,NO,SSC DURHAM OPERATING COMPANY LLC,11/6/91,N,N,N,Resident,Yes,5,,5,,4,,4,,4,,,,2.5996,0.88016,1.18532,2.06548,4.66508,0.35556,2.45851,0.77526,1.50283,4.7366,2.59452,0.9423,0.58933,3.97003,0,0,0,0,8/8/14,0,0,0,0,0,0,0,5/2/13,0,0,0,3,1,2,12,6/21/12,1,0,12,2,0,1,0,0,0,0,"10/1/14
"
b10682,345409,150162,PEMBROKE CENTER,310 E WARDELL DRIVE,PEMBROKE,NC,28372,(910) 521-1273,770,Robeson,For profit - Corporation,84,77,Medicare and Medicaid,NO,"SUNBRIDGE RETIREMENT CARE ASSOCIATES, LLC",1/7/92,N,N,N,Both,Yes,5,,5,,2,,2,,2,,,,2.1487,0.87273,0.64286,1.51558,3.66429,0.0513,2.48907,0.76247,1.27654,4.52808,2.11817,0.95002,0.37629,3.26195,0,0,0,0,7/25/13,0,0,0,1,1,1,8,6/28/12,1,0,8,0,0,0,0,6/7/11,0,0,0,2.667,0,1,0,0,0,0,"10/1/14
"
b10683,345410,150163,CENTRAL CONTINUING CARE,1287 NEWSOME STREET,MOUNT AIRY,NC,27030,(336) 786-2133,850,Surry,For profit - Partnership,120,116,Medicare and Medicaid,NO,"CCC OF MT. AIRY, INC",12/19/91,N,N,N,Resident,Yes,4,,4,,4,,3,,2,,,,3.07371,0.85776,0.45991,1.31767,4.39138,0.03448,2.4821,0.6423,0.93473,4.05913,3.03853,1.10843,0.36764,4.36084,0,0,0,0,1/23/14,0,0,0,2,2,0,8,10/5/12,1,0,8,1,1,0,4,8/25/11,1,0,4,3.333,0,0,0,0,0,0,"10/1/14
"
b10684,345411,150164,BRIAN CENTER HEALTH AND REHAB/WAYNESVILLE,516 WALL STREET,WAYNESVILLE,NC,28786,(828) 452-3154,430,Haywood,For profit - Corporation,90,80,Medicare and Medicaid,NO,SSC WAYNESVILLE OPERATING COMPANY LLC,1/24/92,N,N,N,Resident,Yes,3,,3,,4,,3,,3,,,,2.12688,0.35375,0.715,1.06875,3.19563,0.0675,2.21577,0.63237,1.08721,3.93535,2.35526,0.4643,0.4914,3.27322,0,0,0,0,10/24/13,0,0,0,5,2,3,32,8/9/12,1,0,32,4,3,1,20,7/28/11,1,0,20,14,0,2,1,4485,0,1,"10/1/14
"
b10685,345412,150165,BRANTWOOD NH & RETIREMENT CENT,1038 COLLEGE STREET,OXFORD,NC,27565,(919) 690-3334,380,Granville,Government - County,80,71,Medicare and Medicaid,YES,GRANVILLE HEALTH SYSTEM,1/31/92,N,N,N,Resident,Yes,2,,3,,2,,1,,1,,,,1.55141,0.96901,0.36197,1.33099,2.88239,0.05634,2.45185,0.58828,0.9617,4.00183,1.55258,1.36717,0.28124,2.90333,5,5,0,16,6/26/14,1,0,16,2,2,2,8,3/7/13,1,0,8,3,3,3,20,2/1/12,1,0,20,14,0,0,0,0,0,0,"10/1/14
"
b10686,345413,150166,FLESHERS FAIRVIEW HEALTH CARE,3016 CANE CREEK ROAD,FAIRVIEW,NC,28730,(828) 628-2800,100,Buncombe,For profit - Corporation,106,88,Medicare and Medicaid,NO,FLESHERS FAIRVIEW HEALTH CARE,1/30/92,N,N,N,Resident,Yes,3,,2,,3,,4,,4,,,,2.86875,0.78409,0.80795,1.59205,4.46079,0.05739,2.43118,0.60723,0.92576,3.96417,2.89532,1.07175,0.65211,4.53588,6,6,0,28,1/31/14,1,0,28,6,3,3,28,11/16/12,1,0,28,3,3,0,12,12/22/11,1,0,12,25.333,0,1,0,0,0,0,"10/1/14
"
b10687,345414,150167,"HAYMOUNT REHABILITATION & NURSING CENTER, INC",2346 BARRINGTON CIRCLE,FAYETTEVILLE,NC,28303,(910) 689-0150,250,Cumberland,For profit - Corporation,98,88,Medicare and Medicaid,NO,"HAYMOUNT REHABILITATION AND NURSING CENTER, INC",3/12/92,N,N,N,Both,Yes,3,,4,,4,,1,,1,,,,2.05341,1.16477,0.40114,1.56591,3.61932,0.07955,2.48297,0.73271,1.2597,4.47538,2.0292,1.31943,0.23794,3.25986,3,2,1,12,6/21/13,1,0,12,2,2,0,8,7/26/12,1,0,8,1,1,0,4,6/8/11,1,0,4,9.333,0,1,0,0,0,0,"10/1/14
"
b10688,345415,150168,PINEVILLE REHABILITATION AND LIVING CTR,1010 LAKEVIEW DRIVE,PINEVILLE,NC,28134,(704) 889-2273,590,Mecklenburg,For profit - Corporation,106,106,Medicare and Medicaid,NO,PINEVILLE REHABILITATION AND LIVING CENTER,3/2/92,N,N,N,Resident,Yes,2,,2,,5,,1,,1,,,,1.77736,0.89906,0.36887,1.26792,3.04529,0.11274,2.442,0.63587,1.13183,4.20969,1.78588,1.17355,0.24352,2.91595,7,4,3,28,1/16/14,2,14,42,3,2,1,12,11/29/12,1,0,12,3,3,0,16,10/14/11,1,0,16,27.667,0,6,5,11595,0,5,"10/1/14
"
b10689,345416,150169,BERMUDA VILLAGE RETIREMENT CEN,142 BERMUDA VILLAGE DRIVE,BERMUDA RUN,NC,27006,(336) 998-6112,290,Davie,For profit - Partnership,3,2,Medicare,NO,BATANGAS CONSULTING LLC,3/10/92,N,N,Y,None,Yes,3,,3,,4,,0,Data Not Available,0,Data Not Available,Staffing Values not Reported because of Data Quality Concerns,Physical Therapy Staffing Values not Reported because of Data Quality Concerns,0,0,0,0,0,0,1.85177,0.72701,1.61584,4.19462,0,0,0,0,4,4,0,24,6/26/13,1,0,24,2,2,0,12,6/26/12,1,0,12,1,1,0,8,4/25/11,1,0,8,17.333,0,0,0,0,0,0,"10/1/14
"
b1069,15138,150172,HENDRIX HEALTH AND REHABILITATION,1000 HIGHWAY 33,DOUBLE SPRINGS,AL,35553,(205) 489-2136,660,Winston,For profit - Corporation,110,106,Medicare and Medicaid,NO,"HENDRIX HEALTH CARE CENTER, INC.",10/1/79,N,N,N,Both,Yes,4,,4,,4,,3,,2,,,,2.87311,0.82028,0.48868,1.30896,4.18207,0.0283,2.41944,0.67281,1.04353,4.13578,2.9138,1.01192,0.34991,4.07602,2,2,0,8,8/29/13,1,0,8,1,1,0,16,7/19/12,1,0,16,1,1,0,4,5/12/11,1,0,4,10,0,0,0,0,0,0,"10/1/14
"
b10690,345417,150173,HILLSIDE NURSING CENTER OF WAK,968 EAST WAIT AVENUE,WAKE FOREST,NC,27587,(919) 556-4082,910,Wake,For profit - Corporation,130,112,Medicare and Medicaid,NO,"HILLSIDE NURSING CENTER OF WAKE FOREST, INC.",4/9/92,N,N,N,Resident,Yes,2,,1,,3,,4,,3,,,,3.33839,0.9567,0.48884,1.44554,4.78393,0.12589,2.33694,0.54642,0.86278,3.74614,3.50519,1.4532,0.42335,5.14757,7,3,4,195,4/25/13,1,0,195,1,1,0,4,1/27/12,1,0,4,9,9,0,52,12/3/10,1,0,52,107.5,0,4,0,0,0,0,"10/1/14
"
